timestamp,value
2024-07-28 19:11:39,37.299235
2024-07-28 19:11:40,34.6850165
2024-07-28 19:11:41,34.6850165
2024-07-28 19:11:42,34.710026
2024-07-28 19:11:43,39.29803825
2024-07-28 19:11:44,39.29803825
2024-07-28 19:11:45,38.532989
2024-07-28 19:11:46,38.532989
2024-07-28 19:11:47,39.681088333333335
2024-07-28 19:11:48,40.96677814285714
2024-07-28 19:11:49,40.96677814285714
2024-07-28 19:11:50,39.823948375
2024-07-28 19:11:51,39.05001166666667
2024-07-28 19:11:52,39.05001166666667
2024-07-28 19:11:53,38.1025828
2024-07-28 19:11:54,38.1025828
2024-07-28 19:11:55,38.02216790909091
2024-07-28 19:11:56,37.71801508333333
2024-07-28 19:11:57,37.71801508333333
2024-07-28 19:11:58,38.33327015384616
2024-07-28 19:11:59,37.79411985714286
2024-07-28 19:12:00,37.79411985714286
2024-07-28 19:12:01,37.79536886666667
2024-07-28 19:12:02,37.79536886666667
2024-07-28 19:12:03,37.6169975625
2024-07-28 19:12:04,37.25046276470589
2024-07-28 19:12:05,37.25046276470589
2024-07-28 19:12:06,37.025666944444446
2024-07-28 19:12:07,37.1278012631579
2024-07-28 19:12:08,37.1278012631579
2024-07-28 19:12:09,37.0449221
2024-07-28 19:12:10,37.0449221
2024-07-28 19:12:11,36.80779623809524
2024-07-28 19:12:12,36.71314709090909
2024-07-28 19:12:13,36.71314709090909
2024-07-28 19:12:14,36.62688052173913
2024-07-28 19:12:15,36.302072
2024-07-28 19:12:16,36.302072
2024-07-28 19:12:17,36.36994772
2024-07-28 19:12:18,36.36994772
2024-07-28 19:12:19,36.16948034615385
2024-07-28 19:12:20,35.87915455555556
2024-07-28 19:12:21,35.87915455555556
2024-07-28 19:12:22,36.28639639285714
2024-07-28 19:12:23,36.25790596551724
2024-07-28 19:12:24,36.25790596551724
2024-07-28 19:12:25,38.45998663333333
2024-07-28 19:12:26,38.45998663333333
2024-07-28 19:12:27,38.37772132258064
2024-07-28 19:12:28,38.15999599999999
2024-07-28 19:12:29,38.15999599999999
2024-07-28 19:12:30,37.977787060606055
2024-07-28 19:12:31,37.826209735294114
2024-07-28 19:12:32,37.826209735294114
2024-07-28 19:12:33,37.73616477142857
2024-07-28 19:12:34,37.73616477142857
2024-07-28 19:12:35,37.52520386111111
2024-07-28 19:12:36,37.40008959459459
2024-07-28 19:12:37,37.40008959459459
2024-07-28 19:12:38,37.18797763157895
2024-07-28 19:12:39,37.06979331578948
2024-07-28 19:12:40,37.204901297297305
2024-07-28 19:12:41,37.302050184210536
2024-07-28 19:12:42,37.37075302702703
2024-07-28 19:12:43,36.82400783783784
2024-07-28 19:12:44,36.68749415789474
2024-07-28 19:12:45,36.72032394594594
2024-07-28 19:12:46,36.62923578947368
2024-07-28 19:12:47,36.20267626315789
2024-07-28 19:12:48,35.86542651351351
2024-07-28 19:12:49,36.06263510526316
2024-07-28 19:12:50,36.17718902702703
2024-07-28 19:12:51,36.482900270270285
2024-07-28 19:12:52,36.60506997368422
2024-07-28 19:12:53,36.79505232432431
2024-07-28 19:12:54,36.59608807894735
2024-07-28 19:12:55,36.532894078947365
2024-07-28 19:12:56,36.59128759459458
2024-07-28 19:12:57,36.69804492105262
2024-07-28 19:12:58,36.45430745945946
2024-07-28 19:12:59,36.48517413513514
2024-07-28 19:13:00,36.58298765789474
2024-07-28 19:13:01,36.549748
2024-07-28 19:13:02,36.38866165789474
2024-07-28 19:13:03,36.31829281578946
2024-07-28 19:13:04,36.45160056756757
2024-07-28 19:13:05,36.463385631578944
2024-07-28 19:13:06,36.5514734054054
2024-07-28 19:13:07,36.62684316216216
