TIMESTAMP,URI,METHOD,REMOTE IP,STATUS CODE,SIZE,DURATION
1722200662.0531988,/schemas,POST,172.31.87.151,200,424,0.846324425
1722200679.9297872,/credential-definitions,POST,172.31.87.151,200,142,17.856262339
1722200679.9885952,/present-proof/send-request,POST,172.31.87.151,200,1802,0.021770658
1722200680.3568482,/present-proof/send-request,POST,172.31.87.151,200,1790,0.019593148
1722200680.7579906,/present-proof/send-request,POST,172.31.87.151,200,1797,0.020612732
1722200681.1598248,/present-proof/send-request,POST,172.31.87.151,200,1797,0.022575054
1722200681.5568585,/present-proof/send-request,POST,172.31.87.151,200,1797,0.020149886
1722200681.958206,/present-proof/send-request,POST,172.31.87.151,200,1797,0.02156342
1722200682.359394,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021512246
1722200682.7667272,/present-proof/send-request,POST,172.31.87.151,200,1797,0.029766409
1722200683.1691775,/present-proof/send-request,POST,172.31.87.151,200,1797,0.032583669
1722200683.5595145,/present-proof/send-request,POST,172.31.87.151,200,1802,0.022818931
1722200683.975972,/present-proof/send-request,POST,172.31.87.151,200,1797,0.039407472
1722200684.3638074,/present-proof/send-request,POST,172.31.87.151,200,1802,0.02668317
1722200684.761803,/present-proof/send-request,POST,172.31.87.151,200,1797,0.025248066
1722200685.159781,/present-proof/send-request,POST,172.31.87.151,200,1797,0.023060729
1722200685.5600052,/present-proof/send-request,POST,172.31.87.151,200,1797,0.02344257
1722200685.9590135,/present-proof/send-request,POST,172.31.87.151,200,1797,0.022269075
1722200686.3615487,/present-proof/send-request,POST,172.31.87.151,200,1797,0.024962535
1722200686.7577178,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021166461
1722200687.160272,/present-proof/send-request,POST,172.31.87.151,200,1796,0.023810485
1722200687.5585976,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021954326
1722200687.9577522,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021293709
1722200688.3569133,/present-proof/send-request,POST,172.31.87.151,200,1802,0.020290517
1722200688.7576928,/present-proof/send-request,POST,172.31.87.151,200,1797,0.02127501
1722200689.1586292,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021774562
1722200689.559696,/present-proof/send-request,POST,172.31.87.151,200,1796,0.023168166
1722200689.9851093,/present-proof/send-request,POST,172.31.87.151,200,1797,0.04860229
1722200690.3620517,/present-proof/send-request,POST,172.31.87.151,200,1797,0.025598014
1722200690.7588372,/present-proof/send-request,POST,172.31.87.151,200,1797,0.021956662
1722200691.1571846,/present-proof/send-request,POST,172.31.87.151,200,1802,0.020653618
1722200691.559475,/present-proof/send-request,POST,172.31.87.151,200,1797,0.023007469
